groupType,groupName,protocol,initiatingDeviceName,initiatingIpAddress,initiatingPort,serviceName,receivingDeviceName,receivingIpAddress,receivingPort,connectionCount
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.86,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,104
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.88,dynamic,sqlservr.exe,BR-ASESORIA,192.168.10.169,1433,226
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.88,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,152
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.9,dynamic,sqlservr.exe,BR-ASESORIA,192.168.10.169,1433,87
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.9,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,168
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.90,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,2
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.90,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,164
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.91,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,34
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.91,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,7
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.93,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,2
