from,to,weight
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,156
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,427
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD2,6
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,27
L05528PNOD1,L05528PNOD2,4
L05528PNOD1,L05528PNOD2,5
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,3
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,3
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,4
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,3
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,102
L05528PNOD1,L05528PNOD2,137
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,102
L05528PNOD1,L05528PNOD2,137
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,102
L05528PNOD1,L05528PNOD2,137
L05528PNOD1,L05528PNOD2,102
L05528PNOD1,L05528PNOD2,137
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,1
L05528PNOD1,L05528PNOD2,2
L05528PNOD1,W03900PMBX0,9
L05528PNOD1,W03900PMBX0,63
L05528PNOD1,W03900PMBX0,1
